substation_name,substation_id,division,voltage_kv,num_banks,ungrounded_banks,existing_dg_kw,queued_dg_kw,total_dg_kw,redacted,longitude,latitude
KERMAN,25271,Fresno,12,2,,4931,6525,11456,NO,-120.06003825090617,36.69166461699721
SAN MIGUEL,18266,Los Padres,12,1,,3589,3750,7339,NO,-120.68382054645427,35.75222542522153
FOOTHILL,18295,Los Padres,12,1,,6497,6805,13302,NO,-120.7062571845936,35.28648919476478
EEL RIVER,19238,Humboldt,12,2,2,1737,1987,3724,NO,-124.20988251695042,40.60254042515516
CANAL,25209,Yosemite,12,2,,16940,38047,54987,NO,-120.83597188351864,37.06637138757264
CONCORD NO 1,01296,Diablo,4.16,2,,976,1066,2042,NO,-122.02429744721523,37.975812680891906
MADERA,25276,Yosemite,12,3,,4409,4957,9366,NO,-120.05507066657292,36.92328166223725
PEORIA,16378,Yosemite,17,2,"1,2",2763,3098,5861,NO,-120.49708389009176,37.90339247520717
HARTLEY,04321,Humboldt,12,2,,4226,18368,22594,NO,-122.93340708386405,39.07670414389441
RACETRACK,16376,Yosemite,17,1,,1210,1349,2559,NO,-120.41350998469223,37.97990732524795
SAN CARLOS,02418,Peninsula,12,3,,2040,2289,4329,NO,-122.2433672056333,37.499256816760635
CHESTER,10318,North Valley,12,1,1,498,750,1248,NO,-121.2269263200485,40.302853129099994
WHEELER RIDGE,25348,Kern,12,1,,1795,1962,3757,NO,-118.9765211969902,35.08904963931724
SAN JUSTO,18318,Central Coast,12,1,,1196,1423,2619,NO,-121.51264396321426,36.85649197045642
JACINTO,10285,North Valley,12,1,1,5468,7008,12476,NO,-122.01062919339816,39.582886670117894
BELLEVUE,04318,Sonoma,12,4,,26763,52374,79137,NO,-122.7127531517697,38.37873966235465
KANAKA,10322,North Valley,12,1,1,140,20,160,NO,-121.30575066528326,39.57508683288682
STANISLAUS,16282,Yosemite,17,1,2,6978,11188,18166,NO,-120.36971689458166,38.14006225541333
SAN ARDO,18219,Central Coast,12,1,1,87,501,588,NO,-120.93646564476515,36.073430288905165
RIO DELL,19225,Humboldt,12,1,,165,205,370,NO,-124.09933588858925,40.495345252516735
SALMON CREEK,04316,Sonoma,12,1,1,2950,3284,6234,NO,-123.04470594130595,38.343512395969725
SERRAMONTE,02286,Peninsula,12,1,,2032,2405,4437,NO,-122.45407076888073,37.650818826610724
HAMILTON BRANCH,10236,North Valley,12,1,,561,668,1229,NO,-121.08808249013515,40.269386373036426
HILLSDALE,02411,Peninsula,4.16,1,,1605,1808,3413,NO,-122.32255097270395,37.53650756155396
HAMILTON A,10212,North Valley,12,1,,3445,5388,8833,NO,-122.01146489920177,39.74626480299121
SANTA RITA,25354,Yosemite,12,1,,10265,12397,22662,NO,-120.63408256251263,37.05503123485525
ELK HILLS,25244,Kern,12,1,,5348,5977,11325,NO,-119.37663775129043,35.226241139395945
VOLTA,10254,North Valley,12,1,2,2196,5520,7716,NO,-121.8677559059613,40.45943689773459
COLUSA JUNCTION,06207,Sacramento,12,1,1,11365,20218,31583,NO,-121.99053805724722,39.19056773290833
MEADOW LANE,01430,Diablo,21,3,,8735,8962,17697,NO,-122.05211023752587,37.96346551773498
GREEN VALLEY,08319,Central Coast,21,2,,12453,13896,26349,NO,-121.7601230620376,36.952075206180815
DEL MONTE,18222,Central Coast,21,3,,3439,3583,7022,NO,-121.85414882424807,36.59919530577832
BRIDGEVILLE,19246,Humboldt,12,1,,1559,1559,3118,YES,-123.78042714948087,40.47973690196123
FORT ROSS,04285,Sonoma,12,1,,661,725,1386,NO,-123.22321445936709,38.539950114554514
WOOD,01338,East Bay,4.16,1,,2339,2423,4762,NO,-122.21614490767148,37.8264060148404
LOS MOLINOS,10348,North Valley,12,1,1,3386,5076,8462,NO,-122.09587413860588,40.03430703089894
HAMMER,16330,Stockton,12,3,,2279,2634,4913,NO,-121.3204489914979,38.02161846146168
COTTLE,16371,Yosemite,17,3,,7993,9263,17256,NO,-120.826244610004,37.772814224827606
ANTLER,10327,North Valley,12,1,1,370,10,380,NO,-122.38051411817683,40.894973011426686
BARRETT,01302,East Bay,4.16,2,,714,732,1446,NO,-122.34665804730459,37.93963708159622
COALINGA NO 1,25216,Fresno,12,2,,8028,9109,17137,NO,-120.34415486251105,36.136200740472155
MERCED,25280,Yosemite,12,2,,33690,41175,74865,NO,-120.48710262742296,37.273105730126126
OAKLAND X,01254,East Bay,12,5,,18947,20902,39849,NO,-122.23148010243335,37.805254647840435
LAKEWOOD,01353,Diablo,21,5,,10906,16196,27102,YES,-122.0574732475179,37.9088184998879
MORAGA,01380,Diablo,12,1,,15131,16858,31989,NO,-122.16184860596728,37.84853384034408
GRANT,01438,Mission,12,2,,5560,7943,13503,NO,-122.15958413255875,37.67180204255067
UKIAH,04277,Humboldt,12,2,,2348,2742,5090,NO,-123.19174687279155,39.142971817831224
RICE,06283,Sacramento,12,2,"1,2",407,6983,7390,NO,-122.0140123123825,39.402405951136096
PANORAMA,10346,North Valley,12,1,,4808,6066,10874,NO,-122.26746683270113,40.43443262495934
GRASS VALLEY,15203,Sierra,12,1,,3444,3888,7332,NO,-121.06131819310707,39.20922183386184
LINCOLN,15370,Sierra,12,3,,6985,7235,14220,NO,-121.29424750207652,38.900472292516405
HORSESHOE,15257,Sierra,12,2,,14604,15998,30602,NO,-121.16136710564363,38.74422432366909
DUNNIGAN,06381,Sacramento,12,1,1,2225,3150,5375,NO,-121.99011725790069,38.92506225480307
VASONA,08377,De Anza,12,2,,2760,3087,5847,NO,-121.96618795298203,37.25372623401983
MENDOTA,25231,Yosemite,12,1,,2874,2874,5748,NO,-120.45868266031765,36.72025412492721
OAKLAND D,01204,East Bay,12,6,,4950,6688,11638,NO,-122.26158519172705,37.837475094130205
JANES CREEK,19239,Humboldt,12,2,1,1986,2168,4154,NO,-124.07217770855577,40.90518967567011
DINUBA,25409,Fresno,12,2,,8335,8618,16953,NO,-119.3938871560341,36.520228463825966
RENFRO,25457,Kern,21,2,,8291,8731,17022,NO,-119.1642609395004,35.3871335591251
BLACKWELL,25468,Kern,21,1,1,2000,2000,4000,YES,-119.8538757564631,35.61426839081551
JARVIS,01350,Mission,12,3,,15849,17063,32912,NO,-122.01754403270027,37.595333985031964
MESA,18282,Los Padres,12,1,,2440,3242,5682,NO,-120.45376497641757,35.007883493559596
GANSO,25454,Kern,12,1,,8293,13627,21920,NO,-119.44912437034877,35.50133512445359
COLUMBUS,25395,Kern,12,3,,26893,28579,55472,NO,-118.93981268255826,35.398518102009476
CHARCA,25450,Kern,12,2,,900,14688,15588,NO,-119.32533697812512,35.608124985119254
CHICO C,10265,North Valley,4.16,1,,410,20,430,NO,-121.83856008023211,39.74305713932799
FAIRMOUNT,01265,East Bay,4.16,2,,1838,1981,3819,NO,-122.29689529328267,37.90189965591967
RIDGE,01284,East Bay,4.16,2,,605,663,1268,NO,-122.25488061856642,37.88486073895271
BANCROFT,01303,East Bay,4.16,2,,937,1101,2038,NO,-122.15483238189961,37.74028783112764
MAPLE,01352,East Bay,4.16,1,,424,492,916,NO,-122.2057538023828,37.797197170555435
SOBRANTE,01467,Diablo,12,1,,7906,8417,16323,YES,-122.20813319872327,37.90535027631521
BERESFORD,02404,Peninsula,4.16,2,"1,2",1107,1289,2396,NO,-122.31946336534357,37.56455256555905
BAY MEADOWS,02401,Peninsula,12,4,,4266,4734,9000,NO,-122.29243887652298,37.55164336687077
GLENWOOD,02409,Peninsula,4.16,3,"1,2,3",5350,1990,7340,NO,-122.18733079776786,37.457303934642994
LAS PULGAS,02412,Peninsula,4.16,2,"1,2",2165,2328,4493,NO,-122.22801351794425,37.46317528473907
PARKWAY,04205,North Bay,12,1,,12555,13258,25813,NO,-122.20945720439109,38.13810009221848
PETALUMA A,04212,Sonoma,4.16,1,,272,272,544,NO,-122.63657806577606,38.234373082847476
EMERALD LAKE,02408,Peninsula,4.16,1,,1821,2190,4011,NO,-122.2772794279851,37.46149299207372
MOLINO,04257,Sonoma,12,2,"1,2",8305,9685,17990,NO,-122.83287143283748,38.425711114587386
CLOVERDALE,04282,Sonoma,12,1,,2935,4181,7116,NO,-123.01056995209038,38.79708983960812
LAS GALLINAS A,04299,Sonoma,12,3,,14532,16055,30587,NO,-122.53813147487425,38.02256741456931
WILLITS,04266,Humboldt,12,2,,2332,4025,6357,NO,-123.32695422926649,39.405507483781676
CALPELLA,04341,Humboldt,12,1,,5507,18608,24115,NO,-123.1925392202005,39.19727795800626
SONOMA,04272,Sonoma,12,2,,6723,7797,14520,NO,-122.46207109995245,38.27657572900672
MONTE RIO,04281,Sonoma,12,2,,2327,2772,5099,NO,-123.01148395746651,38.47143665695768
MERIDIAN,06254,Sacramento,12,1,1,2520,6340,8860,NO,-121.91109944135475,39.14481683871717
WINDSOR,04350,Sonoma,12,1,,9933,12452,22385,NO,-122.83240176689249,38.56592444445207
CORTINA,06312,Sacramento,12,1,,2270,6940,9210,NO,-122.22397933722277,39.120859036919825
CORDELIA,06270,North Bay,12,2,4,4861,5434,10295,NO,-122.11186468922854,38.21563871076733
SAN JOSE A,08225,San Jose,12,4,,2169,3120,5289,NO,-121.90253619243411,37.328168501922605
EDENVALE,08295,San Jose,12,4,,3656,4149,7805,NO,-121.79536211168684,37.24486514436606
DIXON LANDING,01472,Mission,21,3,,2334,2730,5064,NO,-121.92097272747756,37.45705888772975
SAN RAFAEL,04201,Sonoma,12,3,,24564,27472,52036,NO,-122.5268270651713,37.97034817117299
WHISMAN,08363,De Anza,12,3,,2162,2531,4693,NO,-122.06903289521259,37.40496417559913
TRIMBLE,08380,San Jose,12,4,,2534,3153,5687,NO,-121.92643970315228,37.38283159012757
BURNEY,10331,North Valley,12,2,2,6338,11448,17786,NO,-121.6708403712964,40.888215757543065
ORLAND B,10270,North Valley,12,2,"1,2",4227,4441,8668,NO,-122.17865785695024,39.72519125045083
JESSUP,10344,North Valley,12,1,,9610,16027,25637,NO,-122.32775472405966,40.46170457696071
LIVE OAK,15377,Sacramento,12,2,"1,2",7126,18347,25473,NO,-121.66045789355064,39.27647099774993
BANGOR,10319,North Valley,12,1,1,4560,12050,16610,NO,-121.40298390629762,39.38796688540241
ANDERSON,10326,North Valley,12,1,,3817,4233,8050,NO,-122.3047386818897,40.4500398913538
RISING RIVER,10355,North Valley,12,1,1,350,50,400,NO,-121.54329343192303,40.92860888434032
VINA,10358,North Valley,12,1,1,2000,4220,6220,NO,-122.04133725359485,39.94149064179132
WHITMORE,10360,North Valley,12,1,,727,749,1476,NO,-121.91545710136442,40.6295221042704
COUNTRY CLUB,16312,Stockton,4.16,4,,3488,3889,7377,NO,-121.31570780413263,37.97960932789654
BARRY,15211,Sacramento,12,1,1,2087,12448,14535,NO,-121.68996821514851,39.069242120060025
EAST NICOLAUS,15215,Sacramento,12,1,,4324,6206,10530,NO,-121.54229853496466,38.90941478613143
PLEASANT GROVE,15244,Sierra,21,3,,33645,35847,69492,NO,-121.30628841171048,38.82203193935343
HARTER,15285,Sacramento,12,2,,4616,7825,12441,NO,-121.64781496424257,39.143075866831396
OLETA,16354,Stockton,12,2,"1,2",5620,6107,11727,NO,-120.84479287419187,38.4807522569046
SARATOGA,08337,De Anza,12,3,,23117,27600,50717,NO,-122.01566214759299,37.28110735135594
TUDOR,15371,Sacramento,12,1,,578,2728,3306,NO,-121.63537871499493,38.9816906487069
MIDDLE RIVER,16209,Stockton,12,1,,1596,4596,6192,NO,-121.52887983580312,37.93681260482009
LODI,16211,Stockton,12,2,,9038,9922,18960,NO,-121.26217434307496,38.137240812553664
COLONY,16223,Stockton,12,1,,2779,7275,10054,NO,-121.18105263498548,38.19050048956095
MORMON,16321,Stockton,12,1,1,5110,14295,19405,NO,-121.18544225637551,37.96829976020206
MIWUK,16366,Yosemite,17,1,1,4190,350,4540,NO,-120.2170845064534,38.05297067526115
METTLER,16370,Stockton,12,1,3,971,1334,2305,NO,-121.28692033613773,38.07824965745363
PINE GROVE,16375,Stockton,12,2,"1,2",3280,3581,6861,NO,-120.66072875769709,38.41280369646983
MONTAGUE,08389,San Jose,21,3,,1883,2605,4488,NO,-121.90562357845783,37.4030689299594
RED BLUFF,10354,North Valley,12,3,,8714,24286,33000,NO,-122.24470734452599,40.182464034819795
BUENA VISTA,18226,Central Coast,12,3,,3003,3449,6452,NO,-121.62925836204246,36.65393162469321
MARYSVILLE,15201,Sacramento,12,3,,8203,19737,27940,NO,-121.5836129617673,39.14000454607997
EL DORADO PH,15276,Sierra,21,1,,2385,2712,5097,NO,-120.61933508570162,38.79358310217803
ATASCADERO,18254,Los Padres,12,1,,4926,5288,10214,NO,-120.6714179229173,35.4651926369646
GARBERVILLE,19222,Humboldt,12,1,,38,38,76,NO,-123.7925248171206,40.10337464980182
HUMBOLDT BAY PP,19234,Humboldt,12,1,,446,3550,3996,NO,-124.20905652543362,40.74070324565622
KINGSBURG,25224,Fresno,12,2,,27408,30291,57699,NO,-119.5824905378176,36.4886216034969
POINT PINOLE,01426,East Bay,12,1,,4519,6045,10564,NO,-122.34791448274218,37.995974173346816
SANGER,25235,Fresno,12,2,,7467,7914,15381,NO,-119.61086419533505,36.70772235449084
CARUTHERS,25237,Fresno,12,2,,3727,4720,8447,NO,-119.88218484607894,36.53207399155622
COALINGA NO 2,25238,Fresno,12,1,,141,10861,11002,YES,-120.31459024852086,36.237727890424445
KEARNEY,25270,Fresno,12,2,,2751,2884,5635,NO,-119.88009059611775,36.706696128628494
RIO BRAVO,25286,Kern,12,2,,8975,19569,28544,NO,-119.26062694774595,35.44206083008288
KIRKER,01445,Diablo,21,3,,9182,11765,20947,NO,-121.90608941215515,38.02096833726849
BARTON,25357,Fresno,12,3,,2747,3865,6612,NO,-119.73480480396712,36.764127437715366
WEST FRESNO,25373,Fresno,12,3,,10439,12334,22773,NO,-119.81904246829367,36.71798260214739
ALPAUGH,25400,Fresno,12,3,,187,951,1138,NO,-119.45629715975915,35.963432505647624
DUMBARTON,01447,Mission,12,3,,11069,14423,25492,NO,-122.05834145293557,37.55713232904114
MALAGA,25425,Fresno,12,3,,13936,16737,30673,NO,-119.72593845069579,36.6933448884706
STOREY,25461,Yosemite,12,2,,3243,4098,7341,NO,-120.03348454940144,36.98320145592562
VINEYARD,01450,Mission,21,2,,19510,25628,45138,NO,-121.85487819350169,37.66981508616917
EL CERRITO G,01250,East Bay,12,3,,9937,10285,20222,NO,-122.30263855024613,37.91642199870226
BABEL,01385,Diablo,4.16,1,,844,874,1718,NO,-122.00737229942786,37.96340949870682
FRANKLIN,01392,East Bay,12,2,,15550,20405,35955,NO,-122.26448472267798,38.012370285670094
ROSSMOOR,01416,Diablo,12,2,,1096,1122,2218,NO,-122.0809458485731,37.86479574223729
SAN RAMON,01423,Mission,21,4,,19726,26251,45977,NO,-121.93673033346126,37.74487564264759
BALFOUR,01432,Diablo,12,1,1,1396,1650,3046,NO,-121.67855023269667,37.926180349016605
BRENTWOOD,01459,Diablo,21,3,,20955,21614,42569,NO,-121.6770008771395,37.91951019657826
SF P (HUNTERS POINT),02233,San Francisco,12,2,,632,667,1299,YES,-122.37748705304148,37.737055022315424
PACIFICA,02281,Peninsula,12,2,"1,2",3172,3534,6706,NO,-122.48920894376208,37.59472221036465
MIRABEL,04209,Sonoma,12,1,1,4302,4521,8823,NO,-122.89415788279445,38.48962828607511
OLEMA,04229,Sonoma,12,1,1,2460,490,2950,NO,-122.7863974329975,38.042251130418286
ELK,04298,Humboldt,12,1,,893,967,1860,NO,-123.71168466277477,39.129493032948936
PUEBLO,04329,North Bay,12,3,,4098,4576,8674,NO,-122.29919639261401,38.345438415478164
MONROE,04330,Sonoma,21,3,,1486,1626,3112,NO,-122.74428924814126,38.45325388171991
WILKINS SLOUGH,06277,Sacramento,12,1,1,1103,1655,2758,NO,-121.86729753227635,39.0064697514912
VACAVILLE,06360,North Bay,12,3,,12267,12832,25099,NO,-121.98035345499689,38.35652261234486
DEEPWATER,06362,Sacramento,12,2,,9110,12418,21528,NO,-121.55981764661082,38.55140495900723
PUTAH CREEK,06368,Sacramento,12,2,,4379,4483,8862,NO,-121.99521370726241,38.523349987231164
LOS GATOS,08202,De Anza,12,2,"1,2",2782,2912,5694,NO,-121.97717996165842,37.22645888521239
MILPITAS,08283,San Jose,12,4,,2105,2371,4476,NO,-121.88806969825762,37.41557922482778
LOCKHEED NO 2,08300,De Anza,12,2,,1215,1215,2430,NO,-122.03185703639838,37.41633412032817
ARANA,08301,Central Coast,4.16,2,,934,972,1906,NO,-121.99012545589314,36.98438410414178
WOLFE,08367,De Anza,12,3,,1161,1210,2371,NO,-122.02082362284114,37.33477745536544
PARADISE,10283,North Valley,12,2,,7196,7727,14923,NO,-121.6190062372056,39.76034094880524
SYCAMORE CREEK,10297,North Valley,12,3,,29625,32817,62442,NO,-121.82323209706044,39.76887891514183
LOGAN CREEK,10314,North Valley,21,1,,5519,16362,21881,NO,-122.2628031886025,39.53921325844442
TRES VIAS,10325,North Valley,12,1,1,6450,2300,8750,NO,-121.68751739757202,39.486647766432675
DAIRYVILLE,10334,North Valley,12,1,1,1530,310,1840,NO,-122.09824574117305,40.1280600543476
FRENCH GULCH,10338,North Valley,12,1,,21,21,42,NO,-122.6404649477137,40.6868686177047
KESWICK,10345,North Valley,12,1,1,930,30,960,YES,-122.46188179724514,40.62428153277881
WILDWOOD,10361,North Valley,12,1,1,800,0,800,YES,-123.04406660206844,40.387015413928566
PIT NO 1,10372,North Valley,12,1,,2230,690,2920,NO,-121.49747687310517,40.990515571941216
SPAULDING,15225,Sierra,12,1,,10,10,20,NO,-120.643761373542,39.32583317195124
COLUMBIA HILL,15247,Sierra,12,1,1,1960,2059,4019,NO,-121.10125373763962,39.3315648176399
CLARKSVILLE,15361,Sierra,21,3,,17154,19282,36436,NO,-121.05997890956418,38.6556481194856
WEST POINT,16320,Stockton,12,2,3,3673,4142,7815,NO,-120.5488378291623,38.42091643492973
WEBER,16348,Stockton,12,4,,2243,6744,8987,NO,-121.24063827031146,37.91977787523238
WEST LANE,16362,Stockton,12,1,1,8377,8944,17321,NO,-121.2838089984723,37.990583909475674
LAURELES,18237,Central Coast,12,1,,3730,4181,7911,NO,-121.7269203955055,36.477771837963815
DOLAN ROAD,18238,Central Coast,12,2,,1088,1931,3019,NO,-121.76897719428233,36.80013119439448
JOLON,18298,Central Coast,12,2,1,1327,1453,2780,NO,-121.1673499639731,36.01345405632114
PALMER,18303,Los Padres,12,1,,1300,6388,7688,NO,-120.29920094235554,34.82519468144487
TEMPLETON,18305,Los Padres,21,2,,21212,23733,44945,NO,-120.68041422031772,35.55507511442895
PERRY,18307,Los Padres,12,1,,5521,5895,11416,NO,-121.0559169553722,35.57121004522495
ORICK,19226,Humboldt,12,1,,81,81,162,NO,-124.05658700221892,41.29430712515043
FRUITLAND,19231,Humboldt,12,1,1,445,460,905,NO,-123.83681278567364,40.286587508255074
SAN JOAQUIN #3,25253,Yosemite,12,1,,3923,6312,10235,NO,-119.51929522608286,37.25390411510671
KERCKHOFF,25256,Fresno,12,1,,150,0,150,NO,-119.55301276394894,37.09207364074768
SCHINDLER,25289,Fresno,12,2,,4988,5994,10982,NO,-120.13844397559691,36.401932506462806
TULARE LAKE,25295,Fresno,12,2,2,11660,8200,19860,NO,-119.9497300197778,36.00355985886542
GIFFEN,25315,Fresno,12,1,,1194,2425,3619,NO,-120.33539282422547,36.54577475933991
MC FARLAND,25318,Kern,12,2,,5089,15342,20431,NO,-119.27681055633201,35.68826942087962
CALFLAX,25344,Fresno,12,1,,1012,2792,3804,NO,-120.12208024379596,36.28387686148028
ORTIGA,25431,Yosemite,12,1,,5360,5615,10975,NO,-120.81967191733837,36.983420103231886
TWISSELMAN,25440,Kern,21,2,,29780,22120,51900,NO,-119.85805805624112,35.73040526500354
MARIPOSA,25445,Yosemite,21,2,"1,2",5379,5858,11237,NO,-120.00756996777993,37.504521775185246
WAHTOKE,25453,Fresno,12,2,,28582,31579,60161,NO,-119.45225124272176,36.61521376920539
CRESSEY,25470,Yosemite,21,1,,13025,25181,38206,NO,-120.6384473846346,37.42859913669553
AVENAL,25500,Fresno,21,1,,8337,10060,18397,NO,-120.1169296096175,35.978183285259895
KERN POWER,25526,Kern,21,2,,2075,2091,4166,NO,-119.09838282217433,35.378644853294965
WOODWARD,25529,Fresno,21,3,,44950,49160,94110,NO,-119.75080744529772,36.896288880187065
ORO LOMA,25537,Yosemite,12,2,,1935,2158,4093,NO,-120.65597132911496,36.88604386572732
HAAS,25993,Fresno,12,,,0,0,0,YES,-119.02017254615168,36.92739381730309
TUPMAN,25456,Kern,12,2,,576,9598,10174,NO,-119.27093751559445,35.35313544613848
