substation_name,subst_id,sys_name,existing_gen,queued_gen,total_gen,projected_load,der_penetration,max_remain_cap,voltage_kv,circuit_count,res_pct,com_pct,agr_pct,ind_pct,other_pct,res_total,com_total,agr_total,ind_total,other_total,note_sub
Twenty Three St P.t.,,,,,,,,,4.0,1.0,66.6667,16.6667,0.0,0.0,16.6667,4.0,1.0,0.0,0.0,1.0,
Twenty Two St P.t.,,,,,,,,,4.0,1.0,78.9474,0.0,0.0,0.0,21.0526,15.0,0.0,0.0,0.0,4.0,
Tyburn P.t.,1577.0,La Fresa 220/66 System,0.207,0.0,0.207,0.53,0.39,3.54,4.0,1.0,74.4681,4.2553,0.0,0.0,21.2766,35.0,2.0,0.0,0.0,10.0,Interconnection studies in this area have identified adequate deliverability.
United Artists,1147.0,Eagle Rock 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Universal,714.0,Eagle Rock 220/66 System,0.604,0.0,0.604,1.18,0.51,27.4,12.0,2.0,0.0,70.0,0.0,0.0,30.0,0.0,28.0,0.0,0.0,12.0,Interconnection studies in this area have identified adequate deliverability.
Urbana,1640.0,Etiwanda 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Valley 'Abcd',349.0,Valley 'Ab' 500/115 System,397.781,101.103,498.884,887.84,0.56,621.12,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Valley 'Efg',350.0,Valley 'D' 500/115 System,505.695,56.523,562.218,1056.26,0.53,557.78,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Valley Elect. Assoc.,233.0,Vea Stateline-86 System,0.0,0.0,0.0,3.33,0.0,12.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Valley Of The Moon P.t.,1585.0,Vista 220/115 System,0.13,0.006,0.136,0.98,0.14,0.86,2.4,1.0,50.0,0.0,0.0,0.0,50.0,23.0,0.0,0.0,0.0,23.0,Interconnection studies in this area have identified adequate deliverability.
Vanderlip P.t.,1587.0,La Fresa 220/66 System,0.023,0.0,0.023,0.17,0.14,0.14,2.4,1.0,26.087,0.0,0.0,0.0,73.913,6.0,0.0,0.0,0.0,17.0,Interconnection studies in this area have identified adequate deliverability.
Vernon City Sys.,278.0,Laguna Bell De 220/66 System,0.0,0.0,0.0,240.03,0.0,300.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Via Huerto P.t.,1588.0,Goleta 220/66 System,0.167,0.066,0.233,0.49,0.48,0.52,4.0,1.0,72.7273,9.0909,0.0,0.0,18.1818,8.0,1.0,0.0,0.0,2.0,Interconnection studies in this area have identified adequate deliverability.
Villa Park 'A',2173.0,Villa Park 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Villa Park 'B',2174.0,Villa Park 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Vista 'A',336.0,Vista A 220/66 System,88.16,9.898,98.058,305.56,0.32,461.94,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Vista 'C',337.0,Vista C 220/66 System,0.0,0.0,0.0,560.0,0.0,560.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Vogan P.t.,1995.0,Del Amo 220/66 System,0.365,0.0,0.365,0.64,0.57,0.63,4.0,1.0,93.1818,0.0,0.0,0.0,6.8182,82.0,0.0,0.0,0.0,6.0,Interconnection studies in this area have identified adequate deliverability.
Voice Of America,1173.0,Vestal 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Vulcagen,89.0,Inyo Sce 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Wastewater,1257.0,Santa Clara 220/66 System,1.5,0.0,1.5,3.26,0.46,12.5,16.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,15.0,Interconnection studies in this area have identified adequate deliverability.
Weesha P.t.,1763.0,El Casco 220/115 System,0.0,0.0,0.0,0.11,0.0,0.25,2.4,1.0,61.7647,0.0,5.8824,0.0,32.3529,21.0,0.0,2.0,0.0,11.0,Deliverability in this area has not been determined by previous interconnection studies.
Wellington P.t.,,,,,,,,,4.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,
Westfall P.m.,1604.0,Goleta 220/66 System,1.073,0.047,1.119,1.5,0.75,0.38,4.0,1.0,60.3774,7.5472,0.0,0.0,32.0755,32.0,4.0,0.0,0.0,17.0,Interconnection studies in this area have identified adequate deliverability.
Weymouth,2052.0,Padua 220/66 System,0.0,0.0,0.0,3.53,0.0,10.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Wharf,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,14.0,
Winding P.t.,2040.0,Eagle Rock 220/66 System,0.0,0.0,0.0,1.47,0.0,1.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Yacht P.t.,2224.0,Santiago 220/66 System,0.23,0.015,0.246,1.86,0.13,3.5,4.0,1.0,80.3625,7.7039,0.0,0.0,11.9335,532.0,51.0,0.0,0.0,79.0,Interconnection studies in this area have identified adequate deliverability.
Yankee P.t.,1605.0,Vestal 220/66 System,0.0,0.0,0.0,0.03,0.0,0.05,2.4,1.0,0.0,66.6667,0.0,0.0,33.3333,0.0,2.0,0.0,0.0,1.0,Interconnection studies in this area have identified inadequate deliverability.
Ziggy P.t.,2054.0,Kramer 220/115 System,0.0,0.0,0.0,0.04,0.0,0.17,12.0,1.0,0.0,85.7143,0.0,0.0,14.2857,0.0,6.0,0.0,0.0,1.0,Interconnection studies in this area have identified inadequate deliverability.
Zondwind,87.0,Windhub 220/66 System,0.0,0.0,0.0,0.03,0.0,26.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
